#2.0#2020 04 23 22:38:05.863#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-38###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:34:23 UTC 2020] nopt@4.0.3 /tmp/app/node_modules/nopt (STDOUT, STG)#

#2.0#2020 04 23 22:40:46.319#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:37 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa creating container for instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:40:46.319#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:38 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa successfully created container for instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:40:46.319#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:39 UTC 2020] Downloading droplet... (STDOUT, CELL)#

#2.0#2020 04 23 22:40:46.319#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-23###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:40 UTC 2020] Cell e52c14d1-40d9-45e8-949d-5425e24b3e67 successfully destroyed container for instance a0219172-1d62-4587-5091-dc5e (STDOUT, CELL)#

#2.0#2020 04 23 22:41:06.423#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.pdb: Cannot open: No such file or directory (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.node: Cannot open: No such file or directory (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Copying droplet into the container failed: stream-in: nstar: error streaming in: exit status 2. Output: tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/darwinintel64-xcode7/libdbcapiHDB.dylib: Wrote only 512 of 10240 bytes (STDERR, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa destroying container for instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa stopping instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Process has crashed with type: "web" (STDOUT, API)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] App instance exited with guid ef597e7b-5d68-4597-846f-160a18284f52 payload: {"instance"=>"7145800b-3d87-473a-536b-ee4f", "index"=>0, "cell_id"=>"a82709a4-2b14-4484-9efa-1e4838f02caa", "reason"=>"CRASHED", "exit_description"=>"Copying droplet into the container failed: stream-in: nstar: error streaming in: exit status 2. Output: tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/darwinintel64-xcode7/libdbcapiHDB.dylib: Wrote only 512 of 10240 bytes\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v10.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v10.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v12.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v12.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v4.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v4.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v8.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client_v8.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/libdbcapiHDB.dll: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/libdbcapiHDB.pdb: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/hana-client.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/hana-client_v10.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/hana-client_v12.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/hana-client_v4.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/hana-client_v8.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64-gcc48/libdbcapiHDB.so: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/hana-client.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/hana-client_v10.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/hana-client_v12.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/hana-client_v4.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/hana-client_v8.node: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/prebuilt/linuxppc64le-gcc48/libdbcapiHDB.so: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/lib: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/lib: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/lib/index.js: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/CHANGELOG.md: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/README.md: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/SIGNATURE.SMF: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/checkbuild.js: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/dependencies: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/developer-license-3_1.txt: Cannot open: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/ms: Cannot mkdir: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/ms/index.js: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/ms/license.md: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/ms/package.json: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/ms/readme.md: Cannot open: No such file or directory\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules: Cannot mkdir: Disk quota exceeded\ntar: ./app/srv/node_modules/@sap/hana-client/node_modules/debug: Cannot mkdir: No such file or directory\ntar: ./app/srv/node_moTRUNCATED (STDOUT, API)#

#2.0#2020 04 23 22:41:06.424#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-39###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:41:00 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa successfully destroyed container for instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:41:26.774#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.pdb: Cannot open: No such file or directory (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010/hana-client.node: Cannot open: No such file or directory (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/ntamd64-msvc2010: Cannot mkdir: Disk quota exceeded (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Copying droplet into the container failed: stream-in: nstar: error streaming in: exit status 2. Output: tar: ./app/srv/node_modules/@sap/hana-client/prebuilt/darwinintel64-xcode7/libdbcapiHDB.dylib: Wrote only 512 of 10240 bytes (STDERR, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa destroying container for instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Cell a82709a4-2b14-4484-9efa-1e4838f02caa stopping instance 7145800b-3d87-473a-536b-ee4f (STDOUT, CELL)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
[PollStartAppStatusExecution] [cap-timetracking] ef597e7b-5d68-4597-846f-160a18284f52 [Thu Apr 23 22:40:56 UTC 2020] Process has crashed with type: "web" (STDOUT, API)#

#2.0#2020 04 23 22:41:26.775#Z#DEBUG#com.sap.cloud.lm.sl.xs2.e1e2a068-85b2-11ea-97b0-eeee0a96a0da.cap-timetracking.startAppTask#
######com.sap.cloud.lm.sl.cf.persistence.services.ProcessLogger########flowable-async-job-executor-thread-14###
